id,title,latitude_and_longitude,ratings,review,type,types,type_id,address,operating_hours,phone,website,service_options,popular_for,highlights,offerings,dining_options,amenities,atmosphere,crowd,payments,parking,pets,reserve_a_table,order_online,createdAt,updatedAt
"152","Le Pain Quotidien","40.7531506,-73.9845742","3.9","2344","Coffee shop","Coffee shop; Bakery; Breakfast restaurant; Brunch restaurant; Restaurant","coffee_shop","70 W 40th St, New York, NY 10018","Closed ⋅ Opens 6 AM","(212) 354-5224","https://lepainquotidien.com/us/stores/127:%20bryant%20park?utm_source=gmb&utm_medium=business-listing","Outdoor seating; Curbside pickup; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Lunch; Dinner; Solo dining","Fast service; Great coffee; Great dessert; Great tea selection","Alcohol; Beer; Coffee; Comfort food; Healthy options; Organic dishes; Quick bite; Small plates; Vegan options; Vegetarian options; Wine","Breakfast; Brunch; Lunch; Dinner; Catering; Counter service; Dessert; Seating; Table service","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Usually difficult to find a space","Dogs allowed outside","","https://www.google.com/viewer/chooseprovider?mid=/g/11ft7mx0rk&g2lbs=AO8LyOLaTYrN9jAaO_jJD9urOs5_MO8C2KIRTS1VBsfqqkGyQc2EEV-DDs84XYV5QLIx_a9iO8VuQtAT9Tlcfn1A8yL59jMzfRTY3rTULaf8_rGUnJy4MU0%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"153","Joe Coffee Company","40.7527277,-73.97723529999999","4.1","141","Coffee shop","Coffee shop","coffee_shop","Grand Central Dining Concourse – Lower Level - Kiosk, 105 E 42nd St #6, New York, NY 10017","Closed ⋅ Opens 7 AM","(212) 924-7400","https://joecoffeecompany.com/","Takeout; Dine-in","","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Lunch; Dessert","Wi-Fi","Casual; Trendy","Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11h3cbssk_&g2lbs=AO8LyOI1vmFjcX0LfidKc-0DngeYiuR1ibNo7YxZPthBN6LL10_m7YESI2l1lA-ygMrO6VXD-wpvzI5-7KiBo0aLv-bVwMj1nqDa5INLn59KXNGBh8AAXco%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"154","Coffee & Crumbs","40.7545208,-73.99668989999999","4","5","Coffee shop","Coffee shop; Bagel shop; Breakfast restaurant; Takeout Restaurant; Sandwich shop","coffee_shop","330 W 38th St, New York, NY 10018","Closed ⋅ Opens 7 AM","(212) 239-0333","http://sandwichshopnyc.blogspot.com/","Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Lunch; Dessert","","Casual","","Credit cards; Debit cards; NFC mobile payments","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"155","Le Cafe Coffee","40.771094,-73.9928723","4.2","33","Coffee shop","Coffee shop","coffee_shop","629 W 57th St, New York, NY 10019","Closed ⋅ Opens 7 AM","","https://www.lecafecoffee.com/","Delivery; Takeout; Dine-in","","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Lunch; Dessert; Seating","","Casual; Cozy; Trendy","Family-friendly","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11pb_gpp5x&g2lbs=AO8LyOKe1n3mu9lUhTfwXS6UGTRGdbtFD9f43fyRSKkZLan6Tznx4XBi9nz-arW6_X4SzmWMGkUt16skd5cShjz0EiJSJxd8ZpaQfsrO8KQugZ3WPzUI0Ck%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"156","Starbucks","40.759896499999996,-73.98527279999999","3.9","1347","Coffee shop","Coffee shop; Cafe","coffee_shop","1585 Broadway, New York, NY 10036","Open ⋅ Closes 12 AM","(212) 541-7515","http://www.starbucks.com/store/1005509/","Onsite services; Takeout; Dine-in","","","Coffee; Late-night food; Organic dishes; Prepared foods; Small plates; Vegetarian options; Wine","Breakfast; Brunch; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","","Family-friendly; LGBTQ+ friendly; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1thvhvrg&g2lbs=AO8LyOL-98RIzVz5LBXRlG8qdoR0BEZgmVcS9MYj_5WnyA8hDLEJawkq6qiWatcEml4XcRnF5qQKzbG3ArsqbzYftIuZG6btm3lTylPPTBgeCussduVjGXw%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5K","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"157","Jake's at the Knick","40.755583099999996,-73.9862701","4.2","9","Coffee shop","Coffee shop","coffee_shop","6 Times Sq, New York, NY 10036","Closed ⋅ Opens 7 AM","(212) 204-5787","https://theknickerbocker.com/dine/jakes/","Outdoor seating; Takeout; Dine-in","Breakfast; Solo dining","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Coffee; Comfort food; Prepared foods; Quick bite; Small plates; Vegan options; Vegetarian options; Wine","Breakfast; Brunch; Lunch; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","Family-friendly; LGBTQ+ friendly; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","Dogs allowed; Dogs allowed inside; Dogs allowed outside","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"158","Starbucks","40.7555695,-73.98021","4","1491","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","152 W 45th St, New York, NY 10036","Open ⋅ Closes 9 PM","(212) 869-0619","https://www.starbucks.com/store-locator/store/1010241/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Comfort food; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/1tfm7kqk&g2lbs=AO8LyOIG6wPs5haciLlcvUVU53dqguuborKizXoZctAfhrSc7MqnpqIiWoa_6UcnGYOkdFaT8Gbatg_sp6q1Gk5mMsq2w5bV3AIldgin5fvXrrjcGMCVmOQ%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5K","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"159","Starbucks","40.7619091,-73.97964259999999","3.2","359","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","1301 6th Ave, New York, NY 10019","Open ⋅ Closes 10 PM","(212) 974-0902","https://www.starbucks.com/store-locator/store/90480/","Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates; Vegetarian options","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/1tfl13gn&g2lbs=AO8LyOJXNgNPn_hNEte4NNSlj5rrCISdmFMPKhTqfABDEhOQUDprvEe09mPkS-gXTra2IIoNSt3XtH8h86KkX_1Doi1mT_LuY1hRr3hcegrj03Y9Bdre3dw%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5K","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"160","Jack's Stir Brew Coffee","40.7535287,-74.0011025","2.9","160","Coffee shop","Coffee shop","coffee_shop","20 Hudson Yards, New York, NY 10001","Closed ⋅ Opens 9 AM","(212) 564-3292","http://www.jacksstirbrew.com/","Outdoor seating; Delivery; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Quick bite","Breakfast; Dessert; Seating","","Casual; Cozy; Trendy","","Credit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11h5_vw8by&g2lbs=AO8LyOIPH28sDPuczWz4s5kS3Wjb-6JhTQEs4ADSEXqhqunFkNTFzfQZ1DFLZ2K6x6RLggE4xl0yJ64q5eHzy1EW9P-X7tFIyKqMzvLMHN0zMLB3fQXNG5Y%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"161","Starbucks","40.763735,-73.982344","4.2","716","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","1700 Broadway, New York, NY 10019","Open ⋅ Closes 10 PM","(212) 245-0761","https://www.starbucks.com/store-locator/store/1010184/","No-contact delivery; Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Organic dishes; Prepared foods; Quick bite; Small plates","Breakfast; Brunch; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tdfp57y&g2lbs=AO8LyOKOXQT2CPkHnfPHtuWDbQP1TRFUniHt1AmxZTBzhsyGRSerf-bFQKd2DNSj-R0Izd-A6Na7O6Cs1c_Q2BwZskiLIB8auvPlvsrRsElwtDa-A2KrRSs%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5K","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"162","Starbucks","40.757793,-73.979603","3.6","563","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","28 W 48th St, New York, NY 10036","Open ⋅ Closes 9:30 PM","(646) 860-8626","https://www.starbucks.com/store-locator/store/1018081","Takeout; Dine-in","Solo dining; Good for working on laptop","","Beer; Coffee; Prepared foods; Small plates","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Cozy; Trendy","Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11g6qt6077&g2lbs=AO8LyOLoLeBLo5edqG7WDo2LUoYg8898CgIelWGJym2gKIND4BxaMLtzeGPxMMiGpu5jZXPuYm9XtQ4RhMBJxWC0i0Bi7XeC2w%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"163","Starbucks","40.756693999999996,-73.98589299999999","4","2094","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","1500 Broadway, New York, NY 10036","Opens soon ⋅ 5:30 AM","(212) 221-7515","https://www.starbucks.com/store-locator/store/13918/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Fast service; Great coffee; Great tea selection","Alcohol; Beer; Coffee; Organic dishes; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Usually difficult to find a space","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tj6vr2s&g2lbs=AO8LyOKQJ567ehkMFbeMJk0lpqSF6w9-rCovMBmfkw3pkqSWwQAFUHq2u0L6x2UGh40lBfM4IyvN-fOfXsEbuaYLf4HYmfcdew%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"164","Val Cafe","40.7583564,-73.9847628","2.8","37","Cafe","Cafe","cafe","166 W 46th St, New York, NY 10036","Closed ⋅ Opens 8 AM","(212) 840-4050","https://www.timessquarenyc.org/locations/val-cafe","Curbside pickup; Takeout; Dine-in","Breakfast; Lunch; Solo dining","Great coffee; Great dessert; Great tea selection","Coffee; Quick bite; Small plates","Breakfast; Brunch; Lunch; Dessert","Wi-Fi; Free Wi-Fi","Casual; Cozy","","Credit cards; Debit cards; NFC mobile payments","","Dogs allowed outside","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"165","Starbucks","40.761469999999996,-73.997377","4.1","276","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","572 11th Ave, New York, NY 10036","Opens soon ⋅ 5:45 AM","(212) 967-2227","https://www.starbucks.com/store-locator/store/1026922","Delivery; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates; Vegetarian options","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11hf2kk75x&g2lbs=AO8LyOJxKsVkRarfhWWKTnaOLGeY_fBTMyZjnw3CyUkj28N17Zob2d8QN4AsbSyPqGEYHE3PYSZG0aSPiiDXpuJKIFj6mSG_fw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"166","Starbucks","40.760489,-73.987177","3.4","456","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","770 8th Ave, New York, NY 10036","Open ⋅ Closes 10 PM","(212) 830-9001","https://www.starbucks.com/store-locator/store/14350/","Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates; Vegetarian options","Breakfast; Brunch; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tfc7jcg&g2lbs=AO8LyOJGsVcoVYCo-xUe7Qzc6-Nb14YVAg1PJgLY6yggGTqLyTPQYy07-31HHrMCQqy4oqPRefOxDhHdp08PVDiWyEUUQbG3Cw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"167","Starbucks","40.7691642,-73.9882169","4","816","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","475 W 57th St, New York, NY 10019","Opens soon ⋅ 5:30 AM","(212) 247-5489","https://www.starbucks.com/store-locator/store/1009088/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/11b7c7xl_c&g2lbs=AO8LyOKHXO-EwPqbJQ5n90OoxgksdTBDvIIkZAK196wvpGb_OtorwHdBexF9cGkvUSO4CfbEB-EYu3jV2LfcS6VZv3gnnr7CLA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"168","Starbucks","40.764793999999995,-73.97711699999999","3.8","1055","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","1411 6th Ave, New York, NY 10019","Opens soon ⋅ 5:30 AM","(212) 664-1305","https://www.starbucks.com/store-locator/store/18618/","No-contact delivery; Delivery; Takeout; Dine-in","Breakfast; Lunch; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates; Wine","Breakfast; Lunch; Dessert; Seating","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"169","Starbucks","40.758856,-73.978954","3.5","495","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","30 Rockefeller Plaza, New York, NY 10112","Closed ⋅ Opens 7 AM","(212) 397-7950","https://www.starbucks.com/store-locator/store/11153/","Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Brunch; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tfmp9bk&g2lbs=AO8LyOJX5VxrpCHd-Q2hhTbWDlOLwY1LfRit9BtSVohrQYiJmIOYyeFE8Dv82dLe2lwaZp_ClRHDv-mAdMpJzvd22lhpicOqnw%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"170","Starbucks","40.754357999999996,-73.9872761","3.8","1190","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","1411 Broadway, New York, NY 10018","Opens soon ⋅ 5:30 AM","(917) 675-2766","https://www.starbucks.com/store-locator/store/1017641","Onsite services; Takeout; Dine-in","","","Coffee; Prepared foods; Small plates","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","","Family-friendly; LGBTQ+ friendly; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11dzdbjmj2&g2lbs=AO8LyOJVRtwUNcEfyZUGB3QsILxPfKpi5JkL98h9fCiQNSp-8YKmrTYz3LbVLkPGfxboCXBw5jwmXtvUiEbiR_NXbSF_wYCC-g%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"171","Starbucks","40.7622152,-73.9875023","4","532","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","325 W 49th St, New York, NY 10019","Opens soon ⋅ 5:30 AM","(212) 765-2205","https://www.starbucks.com/store-locator/store/16666/","Drive-through; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; Groups; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","","https://www.google.com/viewer/chooseprovider?mid=/g/1tfv1gk8&g2lbs=AO8LyOKNqWKhCljwb-G3fHvjGvT4f3lFIHrL54OapQCeqAmfQR_S1yObkw2ALe1-k4HT3m1zTPiUD7D9TEpgZpnBu9Uv2xdJmA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"172","Starbucks","40.763748199999995,-73.9853274","3.9","636","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","871 8th Ave, New York, NY 10019","Opens soon ⋅ 5:30 AM","(212) 246-7699","https://www.starbucks.com/store-locator/store/11952/","Delivery; Onsite services; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tf7ymx9&g2lbs=AO8LyOLC4XsWJJ7zUWQTgDg8KrBiQmKsCM5IVkAt6o9omCzM5MqR7wk3Y3yRuZs-mN6IoGMtybwUlHK-nh-dngL_QgEHlxxp1g%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"173","Starbucks","40.7590052,-73.9925095","3.9","783","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","593 9th Ave, New York, NY 10036","Opens soon ⋅ 5:30 AM","(212) 594-7846","https://www.starbucks.com/store-locator/store/16465/","No-contact delivery; Delivery; Drive-through; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Gender-neutral restroom; Restroom; Wi-Fi; Free Wi-Fi","Casual; Cozy; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","Paid street parking","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1thq1m9q&g2lbs=AO8LyOKJUi-EcOkJ7AFPUJJe-McNAgDva8azC277FjVa6K3PHpzx6lSWIyb2V_pOZfFCZ8U_XG-OuD-vFrSiIp58Y3OTRxCcQA%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"174","Starbucks","40.7526563,-73.9928243","3.8","2398","Coffee shop","Coffee shop; Breakfast restaurant; Cafe; Coffee store; Espresso bar; Internet cafe","coffee_shop","494 8th Ave, New York, NY 10001","Opens soon ⋅ 5:30 AM","(212) 947-3860","https://www.starbucks.com/store-locator/store/16813/","No-contact delivery; Delivery; Drive-through; Takeout; Dine-in","Breakfast; Solo dining; Good for working on laptop","Great coffee; Great tea selection","Coffee; Prepared foods; Quick bite; Small plates","Breakfast; Lunch; Dessert","Restroom; Wi-Fi; Free Wi-Fi","Casual; Trendy","College students; Family-friendly; LGBTQ+ friendly; Tourists; Transgender safespace","Credit cards; Debit cards; NFC mobile payments","","","Usually a wait","https://www.google.com/viewer/chooseprovider?mid=/g/1tgptjms&g2lbs=AO8LyOJXpeceh9oG3agrT2u4VkoxAbNwZJ9ig8lExYw1P1zkEMA53yy5mTr3ofEVPI0UQiuij_3G4kHmPuXjY0ywpFuQ-a-AGQ%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tac","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"175","Manhattan","40.7564269,-73.9888338","","","Coffee shop","Coffee shop","coffee_shop","234 W 42nd St, New York, NY 10036","","","","Dine-in","","Great coffee","Coffee; Quick bite","","","Casual","","","","","","","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
"176","Dunkin'","40.7587123,-73.9838173","4","120","Coffee shop","Coffee shop; Bagel shop; Bakery; Breakfast restaurant; Donut shop; Fast food restaurant; Takeout Restaurant","coffee_shop","150 W 47th St, New York, NY 10036","Open 24 hours","(800) 447-0013","https://locations.dunkindonuts.com/en/ny/new-york/150-w-47th-st/359362?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=359362&y_source=1_MTQ4OTA5ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","Curbside pickup; Delivery; Onsite services; Takeout","Breakfast; Solo dining","Great coffee","Coffee; Comfort food; Late-night food; Quick bite","Breakfast; Brunch; Lunch; Dinner; Dessert","Wi-Fi; Free Wi-Fi","Casual","Family-friendly; Tourists","Credit cards; Debit cards; NFC mobile payments","","","","https://www.google.com/viewer/chooseprovider?mid=/g/11fpqsldk7&g2lbs=AO8LyOIwBNG7z4Gvgp-JYA8LdJBxnyDfPuStNRQ37_qMVSYH_j1wpcObMbS-hzBhVSmr-1GQ-c0wgZm5C6BKUNCiw16Tri3GOg%3D%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=t","""2025-07-04T09:32:20.000Z""","""2025-07-04T09:32:20.000Z"""
